EAN-13;Descricao;Cod.Prod;Validade;Porcao;Kcal;Carboidratos;Proteinas;GordurasTotais;GordurasSaturadas;GordurasTrans;Colesterol;Fibra;Calcio;Ferro;Sodio
3618;ARROZ PARBOILIZADO COZIDO REST;3618-8;999;50;70;16;1,3;0,1;0,1;0;0;0,1;0;0;82,1
9922;ARROZ PARMEGIANA OP KG;9922-8;1;100;275;39;12;7,9;3,7;0;0;3;0;0;445
8169;ARROZ RESF ROT KG;8169-8;3;100;56,1;11,4;1;0,5;0,1;0;0;1;0;0;130
8450;ASPARGO 70G FEIRINHA;8450-6;7;100;1,5;0,2;0,1;0;0;0;0;0,1;0;0;0,1
2586;ASPARGO KG;2586-0;999;100;20;4,5;2,2;0,2;0;0;0;2,1;21;2,1;2
7898013850094;ASPARGO PCT UNID.;667-0;30;100;1,5;0,2;0,1;0;0;0;0;0,1;0;0;0,1
4219;ASPARGO UN FEIRINHA;4219-6;10;100;1,5;0,2;0,1;0;0;0;0;0,1;0;0;0,1
10753;ASPARGOS EMB.kg;10753-0;4;100;22;3,8;2,2;0,1;0;0;0;2,1;0;2,1;2
10469;ASSADEIRA DE MORANGA OP kg;10469-8;4;100;56;6,1;4,5;1,9;0,7;0;0;1,3;0;0;50
7712;ASSADEIRA DE MORANGA ROT KG;7712-7;1;50;56;6,1;4,5;1,9;0,7;0;9,4;1,3;0;0;50
4128;ATEMOYA FEIRINHA 100g;4128-9;10;100;97;25,3;1;0;0;0;0;2,1;0;0;0
587;ATEMOYA UNIDADE;587-8;5;100;97;25,3;1;0;0,1;0;0;2,1;22,8;0,2;0
11517;AVE NATALINA kg;11517-7;3;100;387;23;30;18;5;0;0;0;0;0;952
7898;AVELA S/CASCA BISTEK  KG;7898-0;180;50;94;2,5;2,2;9,1;0,6;0;0;0;1,5;0;0
28780;AVELA S/CASCA BISTEK  kg;28780-6;998;50;94;2,5;2,2;9,1;0,6;0;0;1,5;0;0;0
8791;AZEITONAS VERDES C/CAROCO MONT;8791-2;30;20;450;0;0;50;8;0;0;0;0;0;174
3919;B.CHOCOLATE BISTEK 380G;3919-5;6;50;133;27;1,4;2,2;0,4;0,5;0;0;0;0;135
3952;B.FORMIGUEIRO BISTEK 380G;3952-7;6;60;220;37;4,5;6;3,8;1,2;0;0;0;0;260
2656;BACALHAU SALGADO GADUS MORHUA;2656-5;999;100;151;0,4;28,4;0,7;0,1;0;0;0;487;6,3;7350
7094;BACALHAU SALGADO GADUS MORHUA;7094-7;180;100;121;0;32;0,5;0;0;0;0;0;0;7350
5644;BACON DTALIA CUBOS kg;5644-8;20;10;51;0;2;5;2;0;0;0;0;0;146
8378;BACON NACO CUBOS;8378-0;30;10;36;0;16;3,2;0,8;0;0;0;0;0;89
8377;BACON NACO FATIAS;8377-1;30;10;36;0;1,6;3,2;0,8;0;0;0;0;0;89
100;BACON PERDIGAO PEDACO kg;100-7;40;10;38;0;1,8;3,4;1,2;0;0;0;0;0;170
1458;BACON SADIA PEDACO;1458-3;999;100;370;0;15;34;10;0;0;0;0;0;830
19910;BACON SEARA EM PEDACOS;19910-9;40;10;37;0;1,5;3,4;1,3;0;0;0;0;0;125
7573;BAGUETE ATRIAN BISTEK KG;7573-6;999;50;142,1;29;4,4;0,9;0,3;0;0;1;0;0;65
7574;BAGUETE ATRIAN MULT BISTEK KG;7574-4;999;50;126,6;26;4,3;0,6;0,2;0;0;1,3;0;0;75
6922;BAGUETE CALABRESA SP KG;6922-1;999;50;113;24;3,2;23;2,4;0;0;0,7;0;0;265
13809;BAGUETE DE CALABRESA kg;13809-6;3;50;117;15;6;3,5;1,5;0;0;0,6;0;0;375
13806;BAGUETE DE CARNE DE PANELA kg;13806-1;4;50;120;15;6;2,5;1;0;0;0,6;0;0;291
13807;BAGUETE DE FRANGO kg;13807-0;3;50;90;16;4,6;0,9;0,5;0;0;0,7;0;0;300
7073;BAGUETE FIBRAS SP KG;7073-4;4;50;112;22;3,7;0,9;0;0;0;2;0;0;205
6839;BAGUETE PANFACIL KG;6839-0;999;0;56;12;1,8;0,5;0,2;0,2;0;0,5;0;0;246
10863;BAGUETE RUSTICA BISTEK KG;10863-4;5;100;260;56;8,6;1;0;0;0;2;0;0;360
11078;BAIAO DE DOIS BISTEK kg;11078-7;3;100;257;22;12;13;5,1;0;0;3,2;0;0;403
30086;BANANA A MILANESA BISTEK KG;30086-1;999;50;89,7;5,6;2;6,5;1;0;0;0,2;0;0;30,2
7235;BANANA A MILANEZA ROT.BISTEK K;7235-4;1;100;355;80;10;1,8;0;0;30;4,8;43;4,3;153
7192;BANANA BRANCA ORG.FEIRINHA kg;7192-7;10;100;99;22,8;1,3;0;0;0;0;2;0;0;0
11288;BANANA CRISTALIZADA MINNAS ORI;11288-7;10;30;363;93;0;0;0;0;0;2;0;0;0
9165;BANANA DA TERRA FEIRINHA kg;9165-0;10;100;128;33,7;1,4;0,2;0;0;0;1,5;4,2;0,3;0
671;BANANA DA TERRA kg;671-8;999;100;128;33,7;1,4;0;0;0;0;0;25;0;0
663;BANANA FIGO kg;663-7;999;100;105;27,8;1,1;0;0;0;0;2,8;6;0;0
7484;BANANA MACA EMB.KG;7484-5;12;100;108;0;1;0;0;0;0;3;0;0;0
7193;BANANA MACA FEIRINHA kg;7193-5;10;100;74;17;0,9;0,1;0,1;0;0;1,5;0;0;30
5036;BANANA MACA kg;5036-9;5;0;96,8;24,1;0,9;0,3;0;0;0;1,7;0;0;0
9473;BANANA MILANESA OP kg;9473-0;1;100;248;24;2;17;2;0;0;2;0;0;117
3000030672465;BANANA PASSA BD 300g;306724-6;360;50;320;80;6;2;0,6;0;0;6;0;0;106
5105;BANANA PASSA BISTEK kg;5105-5;180;50;350;70;20;0;0;0;0;20;0;0;0
8411;BANANA PASSA BISTEK kg;8411-5;360;50;320;80;6;2;0,6;0;0;6;0;0;106
4153;BANANA ROT BISTEK 150G;4153-0;4;100;98;26;1,3;0,1;0;0;0;2;0;0;0
3000030433127;BANANA ROT BISTEK 150G;304331-2;4;100;98;26;1,3;0,1;0;0;0;2;0;0;0
8735;BANANINHA JD KG;8735-1;4;60;97;16;2,4;2,4;1;0;0;0,8;0;0;165
12021;BANANINHA kg;12021-9;3;40;60;14;0,7;0,5;0,2;0;0;0,8;0;0;23
13473;BANOFEE 600g IND;13473-2;999;60;156;20;2;7;4,5;0;0;0;0;0;27
13426;BANOFEE 600g UND;13426-0;5;60;156;20;2;7;4,5;0;0;0;0;0;27
6893;BAQUETE MULTIGRAOS SP kg;6893-4;4;50;126;26;4;1;0;0;0;1;0;0;75
11750;BASTONETES DE LEGUMES 180g;11750-1;6;50;100;5;2,8;6,5;1;0;0;1,5;0;0;2
3598;BATATA A DORE RESTAURANTE KG;3598-0;999;150;58,6;1,7;2,3;4,6;1;0;0;1,2;0;0;372,6
3597;BATATA AO FORNO RESTAURANTE KG;3597-1;999;150;113;17,2;10,9;10,2;5,4;0;0;1,5;0;0;267,7
10707;BATATA BOLINHA AO FORNO OP kg;10707-7;3;100;68;12;1,2;1,9;0,3;0;0;1,3;0;0;229
3716;BATATA C/ CARNE MOIDA ROT.KG;3716-8;1;100;153;0;21;7;3;0;51;0;3;1;769
3593;BATATA C/BACON E PASSAS RESTAU;3593-9;999;150;133,2;16,1;1,9;6,7;1,1;0;0;1,7;0;0;2044
3595;BATATA C/QJO E PRESUNTO RESTAU;3595-5;999;150;216,6;18,2;13,1;10,1;5;0;0;1,8;0;0;337,5
7596;BATATA CARA EMBALADA KG;7596-5;12;100;95,6;23;2,3;0;0;0;0;7,3;0;0,2;0
8764;BATATA CARA FEIRINHA kg;8764-5;10;100;77,6;18,9;1,5;0;0;0;0;2,6;0;0;1
42;BATATA CARA kg;42-6;15;100;96;23;2,3;0,1;0;0;0;7,3;17;17;0
3000030619811;BATATA CUBOS FRESH&GOURMET 400;306198-1;6;0;64,4;14,7;1,8;0;0;0;0;1,2;3,6;0,4;3,3
3000030534664;BATATA DOCE 700G BD;305346-6;12;150;50;13;0,5;0;0,4;0;0;1,8;0;0;0
633;BATATA DOCE ASSADA BISTEK;633-5;1;50;38;9,2;0;0;0;0;0;11;0;0;1,5
8770;BATATA DOCE BRANCA FEIRINHA kg;8770-0;10;100;53,9;12,8;0,4;0;0;0;0;1,5;0;0;2,1
7243;BATATA DOCE CARAMELIZADA OP  K;7243-5;1;100;198;48;0,8;0,1;0;0;0;3;24;0,3;4,2
21380;BATATA DOCE COZIDA BISTEK KG;21380-2;999;150;215,8;51,2;2,3;0,1;0;0;0;4,6;0;0;16
1016;BATATA DOCE EMB KG;1016-2;10;150;50;13;0,5;0,4;0;0;0;1,8;0;0;0
7182;BATATA DOCE FEIRINHA kg;7182-0;10;150;50;13;0,5;0,4;0;0;0;1,8;0;0;0
1406;BATATA DOCE kg;1406-0;7;100;118,2;28,2;1,3;0;0;0;0;2,6;21,1;0,4;0
9194;BATATA DOCE MORANGA FEIRINHA k;9194-4;10;100;53,9;12,8;0,4;0;0;0;0;1,5;52;0;0,4
9192;BATATA DOCE MORANGA kg;9192-8;7;100;53,9;12,8;0,4;0;0;0;0;1,5;52;0;0,4
9472;BATATA DOCE OP kg;9472-2;3;150;38;9;0,3;0;0;0;0;1;0;0;1
9253;BATATA DOCE ROT KG;9253-3;3;50;38;9,2;0,3;0;0;0;0;1,1;0;0;1
7322;BATATA DOCE ROTISSERIA kg;7322-9;999;50;40;10;0,3;0;0;0;0;1,1;0;0;1,5
5102;BATATA EMP.AMARELA KG;5102-0;999;100;79;18;2;0,1;0;0;0;1,6;7;0,7;6
50914;BATATA EMPACOTADA KG;50914-0;999;100;64,4;14,7;1,8;0;0;0;0;1,2;3,6;0,4;0
4251;BATATA FRITA OP  BISTEK kg;4251-0;1;100;119;20;1,8;3,6;1,9;0;0;2;0;0;25
7414;BATATA FRITA ROT.BISTEK KG;7414-4;1;85;119;20;1,8;3,6;1,9;0;0;2;0;0;25
3594;BATATA GRATINADA C/BROCOL REST;3594-7;999;150;194,9;15,3;4,1;12,9;3,5;0;0;2,3;0;0;672,2
7597;BATATA INHAME EMB KG;7597-3;12;100;96,7;23,2;2,1;0;0,1;0;0;1,7;0;0,4;0
3000030619736;BATATA INTEIRA FRESH&GOURMET 9;306197-3;6;0;64,4;14,7;1,8;0;0;0;0;1,2;3,6;0,4;3,3
7896419700807;BATATA LAR 400G PALITO CONGELA;119930-7;999;400;100;0;0;0;0;0;0;0;0;0;0
7719;BATATA LAVADA A GRANEL FEIRINH;7719-4;10;50;32;7,3;0;0;0;0;0;0,6;0;0;0
1407;BATATA LAVADA A GRANEL kg;1407-9;7;100;64,4;14;1,8;0;0;0;0;1,2;0;0,4;0
1017;BATATA LAVADA ROSA EMB KG;1017-0;12;50;134;7,3;0,9;0;0;0;0;0,6;0;0;0
8001;BATATA LAVADA ROSA FEIRINHA kg;8001-2;10;50;134;7,3;0,9;0;0;0;0;0,6;0;0;0
23899;BATATA LAVADA ROSA kg;23899-6;7;100;15,6;3,5;0,3;0;0;0;0;0,3;0;0;0,6
1012;BATATA MINI EMB KG;1012-0;12;100;25,8;0;0,5;0;0;0;0;0,6;0;0;0
8710;BATATA MINI FEIRINHA kg;8710-6;10;100;25,8;0;0,5;0;0;0;0;0,6;0;0;1,5
375;BATATA MINI kg;375-1;15;100;80;18;2;0;0;0;0;3;0;0;0
3000030619651;BATATA PALITO FRESH&GOURMET 40;306196-5;6;0;64,4;14,7;1,8;0;0;0;0;1,2;3,6;0,4;3,3
8461;BATATA REC. C/CALABRESA/BROCOL;8461-1;3;150;307;10;9,7;25;10;0,3;0;1,6;0;0;780
8460;BATATA REC. C/CARNE SECA ROT K;8460-3;1;150;347;14;11;28;10;0,2;0;1,8;0;0;942
7598;BATATA SALSA EMB KG;7598-1;12;100;101;24;1,1;0;0;0;0;2,1;0;0,3;0
7981;BATATA SALSA FEIRINHA kg;7981-2;10;50;51;12;0,5;0,1;0;0;0;1,1;0;0;0
3000030618845;BATATA SALSA FRESH&GOURMET 450;306188-4;6;0;80;18,9;0,9;0,2;0;0;0;1,8;0;0;2
2065;BATATA SALSA kg;2065-6;7;100;101;24;1;0,2;0;0;0;2,1;17;0,3;2
11117;BATATA SAUTE ATM  kg;11117-1;10;100;140,4;19;1,9;6,5;4,1;0;0;2;0;0;434,3
9924;BATATA SAUTE OP kg;9924-4;4;100;140,4;19;1,9;6,5;4,1;0;0;2;0;0;434,3
11120;BATATA SAUTE QUENTE KG;11120-1;1;100;140,4;19;1,9;6,5;4,1;0;0;2;0;0;434,3
3592;BATATA SAUTE RESTAURANTE KG;3592-0;999;150;130,1;16,3;1,6;6,4;1,4;0;0;1,8;0;0;887,4
7232;BATATA SAUTE ROT. BISTEK KG;7232-0;1;100;77;12;1,2;2,7;0;0;6,8;1,3;5,5;0,2;21
3000030534404;BATATA YAKON 500g BD;305344-0;15;100;79;18;2;0;0;0;0;1,6;0;0;0
7599;BATATA YAKON EMB KG;7599-0;12;100;78;18;2;0;0;0;0;0;0;0,7;6
8763;BATATA YAKON FEIRINHA kg;8763-7;10;100;79;18;2;0;0;0;0;1,6;0;0;0
1489;BATATA YAKON kg;1489-3;999;100;79;18;2;0,1;0;0;0;0;7;0,7;6
10485;BATATAS CORADAS C/ALECRIM OP K;10485-0;1;100;105;14;1,7;4,7;0,7;0;0;1,1;0;0;99
9075;BATATAS CORADAS C/ALECRIM ROT;9075-1;1;100;105;14;1,7;4,7;0,7;0;0;1,1;0;0;99
10486;BATATAS RUSTICAS OP kg;10486-8;3;100;78;14;1,8;1,4;0,2;0;0;1,2;0;0;168
9077;BATATAS RUSTICAS ROT KG;9077-8;1;100;78;14;1,8;1,4;0,2;0;0;1,2;0;0;168
10919;BAURU DELICKS FRANGO CREMOSO C;10919-3;3;40;225;37,5;9,7;3,5;1,5;0;0;1,9;0;0;465
10920;BAURU DELICKS PRES.QUEIJO UN;10920-7;3;40;250;40;9,2;5,5;2,7;0;0;1,3;0;0;532,5
5321;BAVAROS  MORANGO BISTEK KG;5321-0;6;25;86,4;12,9;1;3,6;2;0;0;0;0;0;15,4
5348;BAVAROS CAFE E CASTANHA DIET B;5348-1;999;25;87;4,3;1;7,2;3,2;0;0;0;4,6;0;10,1
5327;BAVAROS DIET KG TRUFADO MARAC.;5327-9;999;25;83,5;9,2;1;6,2;3,2;0;0;0;0;0;19,5
5325;BAVAROS DOIS AMORES DIET BISTE;5325-2;999;25;99,5;8,2;1,4;6,7;3,4;0;0;0;0;0;23,9
5324;BAVAROS FRUTAS VERMELHAS BISTE;5324-4;6;50;122;11;0,9;8,4;7,4;0;0;0;0;0;91
5323;BAVAROS MARACUJA BISTEK KG;5323-6;999;25;88,7;11,2;1;4,6;2,5;0;0;0;0;0;17
3000030592350;BEBIDA DE ABACAXI E HORT BISTE;305923-5;5;200;90;23;0,9;0,2;0;0;0;2,6;0;0;2
3000030614342;BEBIDA DE ABACAXI FLV-BISTEK 1;306143-4;4;0;90;23;0,9;0,2;0;0;0;2,6;0;0;2
3000030592275;BEBIDA DE ABACAXI FLV-BISTEK 3;305922-7;5;200;90;23;0,9;0,2;0;0;0;2,6;0;0;2
3000030592008;BEBIDA DE MACA.CENOU.BET.FLV-B;305920-0;5;200;77;24;1;0,4;0;0;0;5;0;0;54
3000030578521;BEBIDA DE MARACUJA FLV-BISTEK;305785-2;5;200;63;14;1,2;0,3;0;0;0;0,8;0;0;12
3000030591209;BEBIDA DE UVA FLV BISTEK 300ml;305912-0;5;200;120;30;1,2;0,3;0;0;0;1,6;0;0;3,5
14060;BEM CASADO BISTEK 80g;14060-0;10;40;213;33;4;8;3;0;0;1,5;0;0;89
8784;BERGAMOTA MONTENEGRINA FEIRINH;8784-0;10;100;45;11,5;1;0;0;0;0;1,1;0;0;0
7211;BERGAMOTA POKAN FEIRINHA kg;7211-7;10;50;23;5,8;0,5;0,1;0;0;0;0,6;0;0;0
10773;BERGAMOTA POKAN GOMOS FRES&GOU;10773-5;3;100;38;9,6;0,8;0,1;0;0;0;0,9;0;0;0
7036;BERINGELA FEIRINHA kg;7036-0;10;50;9,8;2,2;0,6;0,1;0;0;0;1,4;0;0;0
3000030586205;BERINJELA CARPACHIO FRESH&GOUR;305862-0;6;100;20;4,4;1,2;0,1;0;0;0;2,9;0;0;0
1024;BERINJELA EMB KG;1024-3;10;50;9,8;2,2;0,6;0,1;0;0;0;1,4;0;0;0
3000030578606;BERINJELA FRESH&GOURMET 300g P;305786-0;6;100;20;4,4;1,2;0,1;0;0;0;2,9;0;0;0
8771;BERINJELA RAJADA FEIRINHA KG;8771-8;10;100;19,6;4,4;1,2;0;0;0;0;2,9;9,2;0;0
1027;BETERRABA EMB KG;1027-8;10;50;24;5,5;0,9;0,1;0;0;0;1,7;0;0;4,8
7035;BETERRABA FEIRINHA kg;7035-1;10;50;24;5,5;0,9;0,1;0;0;0;1,7;0;0;4,8
3000030580180;BETERRABA FRESH&GOURMET 300g P;305801-8;6;100;79;16;3;0,3;0;0;0;4;0;0;124
1422;BETERRABA kg;1422-2;7;100;48,8;11,1;2;0;0;0;0;3,4;18,1;0,3;0
7441;BETERRABA ROT KG;7441-1;5;100;32;7,2;1,3;0,1;0;0;0;1,9;0;0;23
9213;BIFE A ESPANHOLA KG;9213-4;1;100;112;2,4;13;5,7;2,3;0;0;0,8;0;0;33
10488;BIFE A ESPANHOLA OP kg;10488-4;1;100;112;2,4;2,4;13;6;2,3;0;0,8;0;0;33
11605;BIFE A MILANESA kg;11605-0;4;100;179;14;19;4,4;1,5;0;0;0,7;0;0;672
9517;BIFE A MILANESA OP kg;9517-6;1;100;179;14;19;4,5;1,4;0;0;0,7;0;0;672
7240;BIFE A MILANESA ROT.BISTEK KG;7240-0;1;50;270;30;20;7;3;0;70;1,5;0;0;450
7650;BIFE A PIZZAIOLO OP  kg;7650-3;4;100;272,6;2,4;25,9;14,5;6;0;100,3;0,6;0;0;1280
8173;BIFE A ROLE RESF ROT KG;8173-6;3;100;284;0,7;26;19;4,8;0;98;0,2;0;0;514
7263;BIFE A ROLE ROT.BISTEK KG;7263-0;1;100;284;0,7;26;19;4,8;0;98;0,2;6,4;2,2;514
11121;BIFE ACEBOLADO ATM kg;11121-0;10;100;237,8;2,5;26,3;12,9;4;0;0;0,6;0;0;698
9879;BIFE ACEBOLADO OP kg;9879-5;4;100;237,8;2,5;26,3;12,9;4;0;0;0,6;0;0;698
11122;BIFE ACEBOLADO QUENTE KG;11122-8;1;100;237,8;2,5;26,3;12,9;4;0;0;0,6;0;0;698
8065;BIFE ACEBOLADO RESF ROT KG;8065-9;3;100;144,5;5,3;15,3;6,3;2,8;0;60,3;0;0;0;295
7667;BIFE ACEBOLADO ROT KG;7667-8;1;100;144,5;5,3;15,3;6,3;2,8;0;60,3;1,3;0;0;295,1
9095;BIFE AO  MOLHO C/ERVILHAS ROT;9095-6;1;100;155;2,5;19;7,6;3;0;0;0;0;0;563
10489;BIFE AO MOLHO C/ERVILHAS OP kg;10489-2;1;100;155;2,5;19;7,6;3;0;0;0;0;0;600
10031;BIFE AO MOLHO ESCURO OP kg;10031-5;1;100;243;15;3;20;3;0;0;1;0;0;2904
10490;BIFE AO MOLHO MADEIRA OP kg;10490-6;1;100;147;2,1;22;5,6;2,3;0;0;0;0;0;815
8032;BIFE AO MOLHO MADEIRA RESF ROT;8032-2;3;100;146;2,1;21,8;5,6;2,3;0;0;0,2;0;0;815,5
2373;BIFE DE FIGADO KG;2373-6;999;100;138;0;20;3,8;0;0;0;0;0;0;0
7668;BIFE GRELHADO ROT KG;7668-6;1;100;201,8;0;21,2;12,3;0,6;0;84;0;0;0;526,1
1441;BIFE LOMBO SUINO DTALIA TEMPER;1441-9;999;100;122;0;17;2;6;0;0;0;1;0,6;1020
11604;BIFE MILANESA CONG kg;11604-1;60;100;179;14;19;4,4;1,5;0;0;0,7;0;0;672
3575;BIFE MOLHO MADEIRA ROT KG;3575-0;1;100;146,6;2,1;21,8;5,6;2,3;0;0;0;0;0;815,5
10494;BIFE NA MANTEIGA E ALHO OP kg;10494-9;1;100;183;0;20;11;5,2;0;0;0;0;0;243
9096;BIFE NA MANTEIGA E ALHO ROT KG;9096-4;1;100;183;0;20;11;5,2;0;0;0;0;0;243
11123;BIFE PARMEGIANA ATM  kg;11123-6;10;100;229;13;23,3;8,6;6;0;0;1;0;0;874
10496;BIFE PARMEGIANA OP kg;10496-5;5;100;229;13;23,3;8,6;4,2;0;0;1;0;0;874
11124;BIFE PARMEGIANA QUENTE  KG;11124-4;1;100;229;13;23,3;8,6;4,2;0;0;1;0;0;874
7778;BIFE PARMEGIANA ROT KG;7778-0;1;50;270;30;20;7;3;0;70;1,5;0;0;450
9878;BIFE PIZZAIOLO ATM kg;9878-7;10;100;273;2,4;26;15;6;0;0;0,6;0;0;1280
10347;BIFE PIZZAIOLO RESF.KG;10347-0;1;100;273;2,4;26;15;6;0;0;0,6;0;0;1280
7120;BISC. BOLINHA DE COCO D.MESTRE;7120-0;30;15;74;3,3;1,3;5,6;1,9;0;0;1,5;0;0;76
7121;BISC. BROA POLVILHO D.MESTRE K;7121-8;30;50;171;37;0,9;2,4;0,7;0;0;0;0;0;121
1902;BISC. PALMIERE BISTEK KG;1902-0;999;50;188;36;2,4;3,9;1,1;0;0;0;0;0;5
6052;BISC. POLVILHO C/QUEIJO BISTEK;6052-6;15;50;111;17;0,9;4,2;1;0;0;0;0;0;253
1656;BISC. SAMANTINHA BISTEK KG;1656-0;15;40;80;16;4;7;5,7;0;0;0;0;0;50
1658;BISC. SEQUILHO CROCANTE BISTEK;1658-6;999;50;161;39;0,8;0;0;0;0;0;0;0;165
24222;BISC. SEQUILHO DE MAIZENA BIST;24222-5;999;30;109;25;0,8;0,7;0,3;0;0;0,1;0;0;18
1000000100228;BISC.AMANT.CASADINHO AMME 300G;204287-8;30;30;141;15;0,8;9;0,4;0;0;0,1;0;0;25
1000000100235;BISC.AMANT.COCO AMME 300G S/GL;204288-6;30;30;145;14;0,7;9,6;0,5;0;0;0;0;0;23
5212;BISC.AMANT.DELICIAS PAD.C/AMEN;5212-4;999;30;142;16,4;1,7;7,7;0;0;0;0;0;0;11,8
1104;BISC.AMANT.DELICIAS PAD.C/CHOC;1104-5;999;30;140;17,2;1,3;7,3;0;0;0;0,4;6,4;0,2;11,3
1103;BISC.AMANT.DELICIAS PAD.KG;1103-7;999;30;143;16,8;1,5;7,7;2,8;0;0;0,2;8,3;0,2;12,5
1000000100204;BISC.AMANTEIGADO AMME 300G S/G;204289-4;30;30;145;14;0,7;9,6;0,4;0;0;0;0;0;23
1111;BISC.BISTEK CASAD.GOIABADA KG;1111-8;999;30;152,9;20,3;2,1;7;3;0;0;0,3;26,9;2;92,2
3121;BISC.BOLINHA DE COCO;3121-6;999;15;74;3,3;1,3;5,6;1,9;0;0;1,5;0;0;76
3118;BISC.CRESPIM CHOCOLATE BRANCO;3118-6;999;50;291;7,9;19;7,6;7,6;0;0;1,3;0;0;16
1843;BISC.MACROM AMENDOIM BISTEK KG;1843-0;999;50;221;20;3,3;14;10;0;0;3,2;0;0;31
7125;BISC.MACROM COCO D.MESTRE KG;7125-0;30;50;223;20;2,8;15;11;0;0;3,5;0;0;33
7126;BISC.MALINHA D.MESTRE KG;7126-9;30;50;180;33;5;2,9;0,8;0;0;0,9;0;0;625
7127;BISC.PALMIER D.MESTRE KG;7127-7;30;50;188;36;2,4;3,9;1,1;0;0;0;0;0;5
7889;BISC.PALMIER DD KG;7889-1;15;200;915;67;1,2;63;17;0;0;7,9;0;0;712
6151;BISC.PET FOR BISTEK KG CEREJA;6151-4;999;50;218;24;3;12;4,1;0;0;0;0;0;149
70;BISC.PETIT FOUR BISTEK KG;70-1;999;50;234;26;3,7;13;4,9;0;0;0;0;0;123
7129;BISC.PETTI FOUR CEREJA D.MESTR;7129-3;30;50;218;24;3;12;4,1;0;0;0;0;0;149
7128;BISC.PETTI FOUR D.MESTRE KG;7128-5;30;50;234;26;3,7;13;4,9;0;0;0;0;0;123
29631;BISC.PINGO D OURO BISTEK KG;29631-7;15;30;93;16;1,5;5,3;1,1;0;0;0;0;0;44
1000000100273;BISC.POLV.AMME 200G SALSA CEB.;204110-3;30;30;112;20;0;3,5;0;0;0;1;0;0;167
1000000100297;BISC.POLVILHO AMME 200G DOCE S;204107-3;30;30;114;21;0;3,4;0;0;0;0,9;0;0;54
1000000100280;BISC.POLVILHO AMME 200G QUEIJO;204108-1;30;30;113;19;0,4;3,8;0,3;0;0;1;0;0;109
1000000100266;BISC.POLVILHO AMME 200G SALG.S;204109-0;30;30;113;20;0;3,5;0;0;0;1;0;0;104
7143;BISC.POLVILHO BISTEK KG;7143-9;15;50;103;17;0,3;3,6;0,6;0,2;0;0;0;0;220
7130;BISC.ROSQUINHA DE COCO D.MESTR;7130-7;21;50;182;30;1,3;6,2;3,1;0,8;0;0,9;0;0;21
7131;BISC.SEQUILHO CROCANTE D.MESTR;7131-5;30;50;161;39;0,8;0;0;0;0;0;0;0;165
7132;BISC.SEQUILHO MAIZENA D.MESTRE;7132-3;30;30;109;25;0,8;0,7;0,3;0;0;0,1;0;0;18
1994;BISC.SEQUILHOS BISTEK;1994-1;999;25;100;20;3,6;3;1;0;0;0;0;0;15
7133;BISC.TORRADO D.MESTRE KG;7133-1;30;50;144;28;4,1;1,7;0;0;0;0;0;0;290
7134;BISC.TORRADO ROSCA A¿UCA. D.ME;7134-0;30;30;86;16;1,5;1,8;0;0;0;0;0;0;55
7135;BISC.TORRADO ROSCA CACHA D.MES;7135-8;30;50;165;27;4,2;3,3;1;0;0;0,6;0;0;340
7147;BISC.TRES QUEIJOS ZP KG;7147-1;999;50;137;6;3;8;2;0;0;0,1;0;0;653
7629;BISC.VOADORA ERVA DOCE AMME KG;7629-5;999;30;89;13;0;4;0,6;0;0;0;0;0;207
7124;BISCMACROM AMEND D.MESTRE KG;7124-2;30;50;221;20;3,3;14;10;0;0;3,2;0;0;31
10086;BISCOITO AMENDOIM BISTEK kg;10086-2;15;40;375;65;3,5;14;4;0;0;0;0;0;150
10087;BISCOITO BOLINHA COCO BISTEK k;10087-0;15;40;405;65;2,5;16;7,5;0;0;1,5;0;0;150
10963;BISCOITO C.DAMIAO BAMBOLE BIST;10963-0;30;30;350;86;3;30;10;0;0;3;0;0;333
7118;BISCOITO C.DAMIAO BISTEK kg;7118-8;30;0;0;0;0;0;0;0;0;0;0;0;0
9195;BISCOITO C.DAMIAO GRAVATINHA B;9195-2;30;30;106;17;2;2,4;0;0;0;0;0;0;98
9196;BISCOITO C.DAMIAO MORENINHA BI;9196-0;30;30;170;22;1;8;4;0;0;1;0;0;60
9197;BISCOITO C.DAMIAO QQ JUJU BIST;9197-9;30;30;130;40;0,4;9,6;2;0;0;0,4;0;0;24
9198;BISCOITO C.DAMIAO UGA UGA BIST;9198-7;30;30;150;23;1;5;2;0;0;2;0;0;60
13448;BISCOITO CASTANHA E CANELA 190;13448-1;30;30;148;18;2,2;8;1,2;0;0;0,5;0;0;109
13424;BISCOITO COLONIAL 120g;13424-4;60;30;129;18;2,4;5;1,4;0;0;0,5;0;0;127
1839;BISCOITO CRESPIM BISTEK kg;1839-2;30;50;582;44;16;40;16;0;0;2;0;0;32
12441;BISCOITO CRESPIM IND kg;12441-9;30;50;582;44;16;40;16;0;0;2;0;0;32
13432;BISCOITO DE AMENDOIM 150g;13432-5;30;30;92;17;2,6;1,4;0,3;0;0;0,5;0;0;35
13449;BISCOITO DE FUBA COM COCO 190g;13449-0;30;30;120;16;3,2;4,2;0,9;0;0;0,5;0;0;103
10088;BISCOITO FORMIGUEIRO BISTEK kg;10088-9;15;30;387;70;2;12;4;0;0;0;0;0;152
